Column1,Content ID,Reaction Type,Datetime,Content Type,Category,Sentiment,Score,,,Category,Total_Score
15267,12c49449-a896-48cb-a33b-47e8952f23a7,want,4/9/2021 1:25,audio,fitness,positive,70,,,,
15275,e949f4c9-81b0-44dd-8a69-0c233134bccd,want,7/6/2020 0:05,audio,culture,positive,70,,,,
15280,e949f4c9-81b0-44dd-8a69-0c233134bccd,want,1/26/2021 10:31,audio,culture,positive,70,,,,
15289,e949f4c9-81b0-44dd-8a69-0c233134bccd,want,6/21/2020 20:48,audio,culture,positive,70,,,,
15554,87958932-6baf-4339-b01b-6112d9b180ed,want,5/9/2021 1:08,audio,culture,positive,70,,,,
15571,87958932-6baf-4339-b01b-6112d9b180ed,want,7/13/2020 5:14,audio,culture,positive,70,,,,
15633,e57d3bd7-da38-492d-a87d-3a643f61fd9c,want,1/27/2021 10:37,audio,education,positive,70,,,,
15644,e57d3bd7-da38-492d-a87d-3a643f61fd9c,want,8/21/2020 7:24,audio,education,positive,70,,,,
15646,e57d3bd7-da38-492d-a87d-3a643f61fd9c,want,4/11/2021 13:46,audio,education,positive,70,,,,
15782,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,want,7/22/2020 11:52,audio,healthy eating,positive,70,,,,
15789,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,want,5/3/2021 3:36,audio,healthy eating,positive,70,,,,
15792,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,want,2/25/2021 2:30,audio,healthy eating,positive,70,,,,
15797,26a2a058-3806-42ef-b1e4-24c6b64f9bdb,want,2/22/2021 10:47,audio,healthy eating,positive,70,,,,
15804,b62831cc-7447-465b-9c58-1fc659b17310,want,1/19/2021 6:40,audio,Animals,positive,70,,,,
15806,b62831cc-7447-465b-9c58-1fc659b17310,want,9/22/2020 16:46,audio,Animals,positive,70,,,,
15816,b62831cc-7447-465b-9c58-1fc659b17310,want,7/5/2020 7:12,audio,Animals,positive,70,,,,
15819,b62831cc-7447-465b-9c58-1fc659b17310,want,7/13/2020 4:40,audio,Animals,positive,70,,,,
15825,b62831cc-7447-465b-9c58-1fc659b17310,want,4/11/2021 5:41,audio,Animals,positive,70,,,,
15842,b62831cc-7447-465b-9c58-1fc659b17310,want,7/6/2020 6:29,audio,Animals,positive,70,,,,
15963,00d0cdf9-5919-4102-bf84-ebde253c3cd2,want,10/17/2020 11:05,audio,healthy eating,positive,70,,,,
15969,00d0cdf9-5919-4102-bf84-ebde253c3cd2,want,10/3/2020 1:59,audio,healthy eating,positive,70,,,,
15992,00d0cdf9-5919-4102-bf84-ebde253c3cd2,want,2/18/2021 9:30,audio,healthy eating,positive,70,,,,
15994,00d0cdf9-5919-4102-bf84-ebde253c3cd2,want,7/4/2020 16:52,audio,healthy eating,positive,70,,,,
16340,436536b2-6d05-4e20-af6e-cade48b4bcf9,want,5/24/2021 19:11,audio,cooking,positive,70,,,,
16485,c2fbcf27-369b-4385-925a-ca2eca1403c1,want,1/29/2021 14:09,audio,culture,positive,70,,,,
16489,c2fbcf27-369b-4385-925a-ca2eca1403c1,want,3/11/2021 6:46,audio,culture,positive,70,,,,
16506,10683ab8-914b-43ae-ad2d-b2fd6a48dc33,want,12/20/2020 12:30,audio,soccer,positive,70,,,,
16515,10683ab8-914b-43ae-ad2d-b2fd6a48dc33,want,5/5/2021 4:47,audio,soccer,positive,70,,,,
16517,10683ab8-914b-43ae-ad2d-b2fd6a48dc33,want,5/11/2021 22:04,audio,soccer,positive,70,,,,
16769,965a00aa-3037-4ea6-b6be-26f6fbee029e,want,6/25/2020 22:32,audio,public speaking,positive,70,,,,
16782,965a00aa-3037-4ea6-b6be-26f6fbee029e,want,2/7/2021 16:30,audio,public speaking,positive,70,,,,
16797,84a81261-6334-4ba5-978d-26a45d28a44f,want,1/2/2021 12:07,audio,Animals,positive,70,,,,
16803,84a81261-6334-4ba5-978d-26a45d28a44f,want,10/31/2020 13:33,audio,Animals,positive,70,,,,
16811,84a81261-6334-4ba5-978d-26a45d28a44f,want,4/26/2021 11:25,audio,Animals,positive,70,,,,
16812,84a81261-6334-4ba5-978d-26a45d28a44f,want,10/9/2020 3:19,audio,Animals,positive,70,,,,
16855,22cdf77b-00c8-41c3-ad59-333c3e751e2c,want,9/20/2020 8:25,audio,fitness,positive,70,,,,
17083,5a0b2edf-78dc-4c4f-ada9-464523b52f12,want,6/2/2021 13:39,audio,fitness,positive,70,,,,
17322,43830153-4c89-4502-a7f7-bedbc08cf903,want,11/20/2020 8:54,audio,fitness,positive,70,,,,
17326,43ea5509-7ff1-4150-b263-d5eac9d6f69f,want,7/26/2020 4:13,audio,dogs,positive,70,,,,
17333,43ea5509-7ff1-4150-b263-d5eac9d6f69f,want,12/1/2020 12:14,audio,dogs,positive,70,,,,
17627,f0a10ef0-89c7-46b0-828a-e9eec53a8cbe,want,2/28/2021 5:09,audio,education,positive,70,,,,
17734,c6616e7c-f815-46d0-9b1d-d7ea977f5d32,want,3/3/2021 12:59,audio,technology,positive,70,,,,
17739,c6616e7c-f815-46d0-9b1d-d7ea977f5d32,want,5/25/2021 22:02,audio,technology,positive,70,,,,
17741,c6616e7c-f815-46d0-9b1d-d7ea977f5d32,want,12/30/2020 16:58,audio,technology,positive,70,,,,
17758,c6616e7c-f815-46d0-9b1d-d7ea977f5d32,want,2/25/2021 5:53,audio,technology,positive,70,,,,
17775,846b8dcf-d2d2-45e7-816d-7dd62d4fbbe4,want,7/6/2020 18:35,audio,culture,positive,70,,,,
17907,6b2db46f-f733-4b56-af09-0ed7bb232ed4,want,4/28/2021 22:02,audio,Animals,positive,70,,,,
17939,6b2db46f-f733-4b56-af09-0ed7bb232ed4,want,11/18/2020 2:17,audio,Animals,positive,70,,,,
17983,7df4b13f-c41a-4c81-88fb-213a6a96acc5,want,4/13/2021 17:15,audio,culture,positive,70,,,,
17995,7df4b13f-c41a-4c81-88fb-213a6a96acc5,want,4/1/2021 2:44,audio,culture,positive,70,,,,
18025,7df4b13f-c41a-4c81-88fb-213a6a96acc5,want,3/12/2021 15:43,audio,culture,positive,70,,,,
18281,e0cb0394-c5b2-447a-a9f4-88604a3ec283,want,3/6/2021 20:18,audio,public speaking,positive,70,,,,
18295,e0cb0394-c5b2-447a-a9f4-88604a3ec283,want,3/9/2021 2:09,audio,public speaking,positive,70,,,,
18301,e0cb0394-c5b2-447a-a9f4-88604a3ec283,want,11/23/2020 0:40,audio,public speaking,positive,70,,,,
18318,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,want,11/16/2020 2:43,audio,education,positive,70,,,,
18321,ec6c41c9-509e-43ff-83bb-0e5202b8e62a,want,3/28/2021 21:50,audio,education,positive,70,,,,
18386,9c6b0084-60ba-4e88-a0c7-ba0f61ec2c11,want,7/18/2020 19:27,audio,cooking,positive,70,,,,
18399,9c6b0084-60ba-4e88-a0c7-ba0f61ec2c11,want,7/10/2020 0:19,audio,cooking,positive,70,,,,
18400,9c6b0084-60ba-4e88-a0c7-ba0f61ec2c11,want,3/16/2021 8:43,audio,cooking,positive,70,,,,
18408,9c6b0084-60ba-4e88-a0c7-ba0f61ec2c11,want,2/17/2021 19:39,audio,cooking,positive,70,,,,
18599,17e3a8c5-ecb6-445d-8b69-f8c202d08549,want,8/4/2020 1:12,audio,cooking,positive,70,,,,
18673,c582f515-4d90-4ae6-9ab7-059fdbd7956c,want,5/16/2021 18:19,audio,technology,positive,70,,,,
18682,c582f515-4d90-4ae6-9ab7-059fdbd7956c,want,1/20/2021 0:46,audio,technology,positive,70,,,,
18693,c582f515-4d90-4ae6-9ab7-059fdbd7956c,want,4/22/2021 9:33,audio,technology,positive,70,,,,
18865,0411a1da-97e1-44b6-945d-06b4682ba802,want,11/26/2020 23:38,audio,technology,positive,70,,,,
18874,0411a1da-97e1-44b6-945d-06b4682ba802,want,3/28/2021 14:36,audio,technology,positive,70,,,,
18880,0411a1da-97e1-44b6-945d-06b4682ba802,want,1/27/2021 22:37,audio,technology,positive,70,,,,
18903,ee18c383-1e7a-4507-9e78-1061da09143a,want,12/8/2020 3:00,audio,education,positive,70,,,,
18904,ee18c383-1e7a-4507-9e78-1061da09143a,want,3/3/2021 5:45,audio,education,positive,70,,,,
18905,ee18c383-1e7a-4507-9e78-1061da09143a,want,7/25/2020 3:27,audio,education,positive,70,,,,
18906,ee18c383-1e7a-4507-9e78-1061da09143a,want,8/2/2020 4:06,audio,education,positive,70,,,,
18967,8526d7cd-bf33-4bf4-aa07-2c25c610cc74,want,9/3/2020 2:50,audio,dogs,positive,70,,,,
18999,df2214cb-61f3-4744-86a8-7c01e501bc27,want,7/30/2020 3:46,audio,cooking,positive,70,,,,
19002,df2214cb-61f3-4744-86a8-7c01e501bc27,want,5/12/2021 9:55,audio,cooking,positive,70,,,,
19192,e61a1b04-17e4-4918-a637-ebfc59783ad0,want,3/11/2021 2:44,audio,fitness,positive,70,,,,
19275,f663d05c-74ce-424b-89f2-58009b0095fb,want,3/4/2021 5:36,audio,public speaking,positive,70,,,,
19276,f663d05c-74ce-424b-89f2-58009b0095fb,want,12/28/2020 2:25,audio,public speaking,positive,70,,,,
19294,845fe8d4-bffc-485f-ae96-fd8fe9ea013d,want,1/28/2021 9:27,audio,education,positive,70,,,,
19346,964173f3-7019-4758-9ab9-df71585aa965,want,10/23/2020 12:31,audio,veganism,positive,70,,,,
19394,37331f8d-4fc5-42f6-a367-e59ccde67c45,want,10/6/2020 4:24,audio,soccer,positive,70,,,,
19402,37331f8d-4fc5-42f6-a367-e59ccde67c45,want,10/27/2020 19:37,audio,soccer,positive,70,,,,
19516,c48d7966-42f3-43a6-a0b7-0a2260ffa125,want,11/13/2020 6:50,audio,culture,positive,70,,,,
19604,e1eca98c-c5fd-4fe4-825f-2d36e8bd56f1,want,11/7/2020 6:10,audio,veganism,positive,70,,,,
19609,e1eca98c-c5fd-4fe4-825f-2d36e8bd56f1,want,4/12/2021 13:55,audio,veganism,positive,70,,,,
19867,6aa06c00-d796-43c3-816d-70f21fe58f80,want,8/2/2020 8:50,audio,science,positive,70,,,,
19876,6aa06c00-d796-43c3-816d-70f21fe58f80,want,11/12/2020 15:06,audio,science,positive,70,,,,
20001,5efb3710-c34d-4dc4-84dd-31cd8c5d9c30,want,11/25/2020 5:08,audio,Animals,positive,70,,,,
20278,942c5154-791e-47c0-bfad-264a3d6296eb,want,11/17/2020 2:34,audio,Animals,positive,70,,,,
20285,942c5154-791e-47c0-bfad-264a3d6296eb,want,3/16/2021 17:53,audio,Animals,positive,70,,,,
20297,942c5154-791e-47c0-bfad-264a3d6296eb,want,12/7/2020 20:22,audio,Animals,positive,70,,,,
20339,44eab5ca-b4a4-46c4-977d-197a78551861,want,2/27/2021 21:44,audio,technology,positive,70,,,,
20353,44eab5ca-b4a4-46c4-977d-197a78551861,want,7/6/2020 14:58,audio,technology,positive,70,,,,
20611,6c8d057d-756a-41dd-afef-bf73adffbdf4,want,1/30/2021 16:55,audio,food,positive,70,,,,
20619,6c8d057d-756a-41dd-afef-bf73adffbdf4,want,11/21/2020 6:13,audio,food,positive,70,,,,
20673,990f1598-4dbb-403c-a5b2-48de2c30b1ca,want,5/1/2021 11:46,audio,food,positive,70,,,,
20677,990f1598-4dbb-403c-a5b2-48de2c30b1ca,want,11/12/2020 11:19,audio,food,positive,70,,,,
20678,990f1598-4dbb-403c-a5b2-48de2c30b1ca,want,4/16/2021 21:41,audio,food,positive,70,,,,
20691,990f1598-4dbb-403c-a5b2-48de2c30b1ca,want,8/13/2020 23:18,audio,food,positive,70,,,,
20951,2664a681-e732-422f-b529-02fabb6ec9ab,want,3/14/2021 1:20,audio,healthy eating,positive,70,,,,
20960,2664a681-e732-422f-b529-02fabb6ec9ab,want,3/2/2021 6:14,audio,healthy eating,positive,70,,,,
21134,09f2e925-5086-42ad-8160-e763396a36ca,want,3/20/2021 8:19,audio,dogs,positive,70,,,,
21317,1b6f05f1-df9e-4ad4-989e-029baf20478f,want,2/23/2021 2:30,audio,fitness,positive,70,,,,
21329,1b6f05f1-df9e-4ad4-989e-029baf20478f,want,11/16/2020 14:19,audio,fitness,positive,70,,,,
21473,9c542f56-b0ec-4df1-b95e-f56e1c467813,want,5/2/2021 1:49,audio,food,positive,70,,,,
21480,9c542f56-b0ec-4df1-b95e-f56e1c467813,want,5/18/2021 13:52,audio,food,positive,70,,,,
21493,9c542f56-b0ec-4df1-b95e-f56e1c467813,want,6/28/2020 7:52,audio,food,positive,70,,,,
21495,9c542f56-b0ec-4df1-b95e-f56e1c467813,want,12/12/2020 20:09,audio,food,positive,70,,,,
21748,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,want,10/17/2020 14:45,audio,science,positive,70,,,,
21750,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,want,1/6/2021 9:14,audio,science,positive,70,,,,
21759,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,want,6/5/2021 8:08,audio,science,positive,70,,,,
21765,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,want,3/27/2021 3:27,audio,science,positive,70,,,,
21769,b3bcbff0-d160-4fbc-b3c6-8113ceb38056,want,6/25/2020 23:26,audio,science,positive,70,,,,
21991,3ca5a22f-aebc-4421-a960-d787d732f1ec,want,4/10/2021 19:48,audio,healthy eating,positive,70,,,,
21998,3ca5a22f-aebc-4421-a960-d787d732f1ec,want,8/7/2020 21:11,audio,healthy eating,positive,70,,,,
21999,3ca5a22f-aebc-4421-a960-d787d732f1ec,want,12/30/2020 11:00,audio,healthy eating,positive,70,,,,
22181,3c6354b3-7e8a-4d8c-bb80-33f17c17bd32,want,1/25/2021 5:17,audio,cooking,positive,70,,,,
22188,3c6354b3-7e8a-4d8c-bb80-33f17c17bd32,want,5/19/2021 18:53,audio,cooking,positive,70,,,,
22196,3c6354b3-7e8a-4d8c-bb80-33f17c17bd32,want,5/16/2021 2:46,audio,cooking,positive,70,,,,
22232,8caec934-9519-47de-8dd4-b6d65e279661,want,2/15/2021 20:53,audio,public speaking,positive,70,,,,
22260,8caec934-9519-47de-8dd4-b6d65e279661,want,10/9/2020 8:23,audio,public speaking,positive,70,,,,
22273,9b480f9e-cef3-46cc-8ea1-c116cded9661,want,11/16/2020 4:33,audio,public speaking,positive,70,,,,
22276,9b480f9e-cef3-46cc-8ea1-c116cded9661,want,6/8/2021 7:58,audio,public speaking,positive,70,,,,
22278,9b480f9e-cef3-46cc-8ea1-c116cded9661,want,8/24/2020 22:16,audio,public speaking,positive,70,,,,
22332,9a517a10-7dd2-4a30-b67a-925569d9ed84,want,6/7/2021 3:33,audio,science,positive,70,,,,
22337,9a517a10-7dd2-4a30-b67a-925569d9ed84,want,7/7/2020 4:12,audio,science,positive,70,,,,
22346,9a517a10-7dd2-4a30-b67a-925569d9ed84,want,3/15/2021 7:14,audio,science,positive,70,,,,
22349,9a517a10-7dd2-4a30-b67a-925569d9ed84,want,3/8/2021 6:01,audio,science,positive,70,,,,
22359,9a517a10-7dd2-4a30-b67a-925569d9ed84,want,11/12/2020 17:57,audio,science,positive,70,,,,
22371,4b6d1c04-e75d-4e96-b5f7-f49c4af8d89b,want,9/4/2020 20:46,audio,veganism,positive,70,,,,
22377,4b6d1c04-e75d-4e96-b5f7-f49c4af8d89b,want,9/9/2020 13:42,audio,veganism,positive,70,,,,
22436,7ef17afb-ded2-4675-9800-2cf7fe58e6b1,want,5/28/2021 17:40,audio,Studying,positive,70,,,,
22467,bfc26d2d-b5e5-415a-b104-64befef2f52a,want,2/24/2021 3:45,audio,food,positive,70,,,,
22472,bfc26d2d-b5e5-415a-b104-64befef2f52a,want,4/25/2021 10:15,audio,food,positive,70,,,,
22509,2eb32cf2-da20-4b27-b4b6-c91716f528a5,want,4/20/2021 4:43,audio,veganism,positive,70,,,,
22711,04e1996d-ccb3-4b19-923a-8dc2a52e4bd4,want,7/17/2020 19:30,audio,education,positive,70,,,,
22717,04e1996d-ccb3-4b19-923a-8dc2a52e4bd4,want,12/9/2020 16:04,audio,education,positive,70,,,,
22775,aa1f824d-9df0-4b4c-a49e-0cfb7e244122,want,2/27/2021 3:28,audio,public speaking,positive,70,,,,
22827,ec9a2001-b58d-4a7a-86a5-f7ff637f0fe8,want,12/7/2020 3:14,audio,travel,positive,70,,,,
22830,ec9a2001-b58d-4a7a-86a5-f7ff637f0fe8,want,5/18/2021 12:03,audio,travel,positive,70,,,,
22838,ec9a2001-b58d-4a7a-86a5-f7ff637f0fe8,want,2/14/2021 17:31,audio,travel,positive,70,,,,
23202,52be2c2f-be1f-4cda-a2d6-5c147c018115,want,3/16/2021 2:51,audio,food,positive,70,,,,
23356,954678ba-9ecc-4c0c-93a3-aba0e289cfbf,want,1/31/2021 1:16,audio,dogs,positive,70,,,,
23357,954678ba-9ecc-4c0c-93a3-aba0e289cfbf,want,5/26/2021 16:11,audio,dogs,positive,70,,,,
23412,66af1757-534a-4ef9-a5a5-9d721e7c6c00,want,12/20/2020 15:00,audio,healthy eating,positive,70,,,,
23414,66af1757-534a-4ef9-a5a5-9d721e7c6c00,want,1/18/2021 18:46,audio,healthy eating,positive,70,,,,
23415,66af1757-534a-4ef9-a5a5-9d721e7c6c00,want,6/6/2021 17:12,audio,healthy eating,positive,70,,,,
23758,25c8f882-464d-4465-9ed2-e7f7706c1775,want,10/31/2020 8:53,audio,healthy eating,positive,70,,,,
23766,25c8f882-464d-4465-9ed2-e7f7706c1775,want,9/9/2020 23:14,audio,healthy eating,positive,70,,,,
23843,77a3ac9f-7607-411f-a280-5431c71e3943,want,2/15/2021 8:09,audio,tennis,positive,70,,,,
23866,77a3ac9f-7607-411f-a280-5431c71e3943,want,2/1/2021 1:03,audio,tennis,positive,70,,,,
23982,74989207-b147-4a13-89b8-f0d868dfdf4a,want,11/11/2020 14:44,audio,science,positive,70,,,,
24000,74989207-b147-4a13-89b8-f0d868dfdf4a,want,8/5/2020 7:59,audio,science,positive,70,,,,
24008,74989207-b147-4a13-89b8-f0d868dfdf4a,want,11/12/2020 18:17,audio,science,positive,70,,,,
24009,74989207-b147-4a13-89b8-f0d868dfdf4a,want,10/18/2020 10:47,audio,science,positive,70,,,,
24012,74989207-b147-4a13-89b8-f0d868dfdf4a,want,2/26/2021 23:25,audio,science,positive,70,,,,
24414,03ed0e2b-bd63-4079-8910-62c187526ca0,want,7/23/2020 6:37,audio,healthy eating,positive,70,,,,
24439,03ed0e2b-bd63-4079-8910-62c187526ca0,want,11/16/2020 14:41,audio,healthy eating,positive,70,,,,
24467,5dc325aa-d5d1-4552-9997-cd25b7608be9,want,3/4/2021 11:42,audio,healthy eating,positive,70,,,,
24703,e7baa303-bc5c-4990-b813-e16fc42342d3,want,11/19/2020 17:08,audio,science,positive,70,,,,
24875,8e0f1d3e-b588-44de-a423-8224eb26aa99,want,2/17/2021 18:25,audio,healthy eating,positive,70,,,,
24876,8e0f1d3e-b588-44de-a423-8224eb26aa99,want,3/5/2021 9:59,audio,healthy eating,positive,70,,,,
24895,8e0f1d3e-b588-44de-a423-8224eb26aa99,want,8/1/2020 11:04,audio,healthy eating,positive,70,,,,
25003,9c8f1389-d04e-4a55-a2f5-1612539b70a7,want,1/16/2021 4:26,audio,technology,positive,70,,,,
25017,9c8f1389-d04e-4a55-a2f5-1612539b70a7,want,9/15/2020 20:11,audio,technology,positive,70,,,,
25023,9c8f1389-d04e-4a55-a2f5-1612539b70a7,want,9/29/2020 23:02,audio,technology,positive,70,,,,
25099,998194db-5706-4b01-9565-7c7e7d4ea5f5,want,7/3/2020 4:51,audio,cooking,positive,70,,,,
25120,998194db-5706-4b01-9565-7c7e7d4ea5f5,want,10/11/2020 15:00,audio,cooking,positive,70,,,,
25403,331fad49-0e33-4676-8e2d-51ec52e86625,want,10/12/2020 16:14,audio,education,positive,70,,,,
25473,435007a5-6261-4d8b-b0a4-55fdc189754b,want,2/20/2021 10:25,audio,veganism,positive,70,,,,
25477,435007a5-6261-4d8b-b0a4-55fdc189754b,want,6/4/2021 20:04,audio,veganism,positive,70,,,,
107,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,want,1/28/2021 8:49,GIF,cooking,positive,70,,,,
246,5118e9c5-1377-4cc5-a486-65b35b7b7b76,want,12/12/2020 12:22,GIF,science,positive,70,,,,
277,0be59876-d70c-486c-8e0b-a06bef7a2cd6,want,10/20/2020 12:11,GIF,tennis,positive,70,,,,
279,0be59876-d70c-486c-8e0b-a06bef7a2cd6,want,2/28/2021 7:51,GIF,tennis,positive,70,,,,
301,0be59876-d70c-486c-8e0b-a06bef7a2cd6,want,12/4/2020 10:04,GIF,tennis,positive,70,,,,
368,f332d362-dc48-46c2-a64b-641157c0987e,want,8/21/2020 15:22,GIF,soccer,positive,70,,,,
510,baa2db00-81ba-4c34-b17d-dd950bfa133b,want,1/13/2021 16:16,GIF,soccer,positive,70,,,,
733,34a3747a-0b77-42f6-ae19-87c38b94b674,want,6/8/2021 15:13,GIF,science,positive,70,,,,
756,2920dccb-e06f-49fc-8049-b6d4164dfe84,want,5/3/2021 18:01,GIF,veganism,positive,70,,,,
997,457301ee-3e87-40d8-8b82-ea4e1fa90e39,want,4/16/2021 9:46,GIF,healthy eating,positive,70,,,,
1004,457301ee-3e87-40d8-8b82-ea4e1fa90e39,want,8/10/2020 5:25,GIF,healthy eating,positive,70,,,,
1023,457301ee-3e87-40d8-8b82-ea4e1fa90e39,want,1/20/2021 9:12,GIF,healthy eating,positive,70,,,,
1192,ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,want,7/10/2020 19:34,GIF,healthy eating,positive,70,,,,
1200,ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,want,7/7/2020 22:15,GIF,healthy eating,positive,70,,,,
1211,ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,want,5/12/2021 22:46,GIF,healthy eating,positive,70,,,,
1220,ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,want,5/21/2021 15:55,GIF,healthy eating,positive,70,,,,
1230,18b4da8a-5f22-4dbe-b2af-c9013581cdd9,want,7/21/2020 13:44,GIF,Studying,positive,70,,,,
1241,18b4da8a-5f22-4dbe-b2af-c9013581cdd9,want,2/6/2021 15:30,GIF,Studying,positive,70,,,,
1247,18b4da8a-5f22-4dbe-b2af-c9013581cdd9,want,12/14/2020 5:38,GIF,Studying,positive,70,,,,
1351,50c9237a-541c-4f10-a2be-7cbe076b2012,want,4/9/2021 19:47,GIF,travel,positive,70,,,,
1366,50c9237a-541c-4f10-a2be-7cbe076b2012,want,9/10/2020 19:00,GIF,travel,positive,70,,,,
1376,50c9237a-541c-4f10-a2be-7cbe076b2012,want,10/25/2020 19:23,GIF,travel,positive,70,,,,
1531,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,want,4/30/2021 22:23,GIF,healthy eating,positive,70,,,,
1541,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,want,12/11/2020 8:19,GIF,healthy eating,positive,70,,,,
1612,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,want,2/11/2021 0:15,GIF,soccer,positive,70,,,,
1617,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,want,6/5/2021 7:34,GIF,soccer,positive,70,,,,
1921,409aa11d-5af3-4a70-9da1-482857f5835e,want,2/24/2021 8:46,GIF,fitness,positive,70,,,,
1978,9ef39aa2-60f9-4e4b-b666-c6cb97015503,want,9/24/2020 22:45,GIF,travel,positive,70,,,,
1982,9ef39aa2-60f9-4e4b-b666-c6cb97015503,want,5/4/2021 5:57,GIF,travel,positive,70,,,,
1985,9ef39aa2-60f9-4e4b-b666-c6cb97015503,want,5/13/2021 1:19,GIF,travel,positive,70,,,,
2019,841403fd-321b-4118-90b3-cc0075d64047,want,8/15/2020 8:02,GIF,Studying,positive,70,,,,
2450,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,want,4/27/2021 1:13,GIF,culture,positive,70,,,,
2479,fada6910-2cc5-4600-808c-1e6066f795a6,want,6/11/2021 4:46,GIF,technology,positive,70,,,,
2488,fada6910-2cc5-4600-808c-1e6066f795a6,want,2/18/2021 11:48,GIF,technology,positive,70,,,,
2529,1de2f0f9-61ab-43fb-9180-6870824c63c0,want,2/26/2021 6:54,GIF,science,positive,70,,,,
2850,67f2a150-6086-4cbd-8d21-46250ccef5a2,want,11/20/2020 21:26,GIF,cooking,positive,70,,,,
2856,67f2a150-6086-4cbd-8d21-46250ccef5a2,want,11/11/2020 1:36,GIF,cooking,positive,70,,,,
2875,67f2a150-6086-4cbd-8d21-46250ccef5a2,want,1/11/2021 13:18,GIF,cooking,positive,70,,,,
2890,67f2a150-6086-4cbd-8d21-46250ccef5a2,want,1/22/2021 17:44,GIF,cooking,positive,70,,,,
3097,e4466189-0b96-4cc4-9d7d-d0f27b982548,want,5/11/2021 2:00,GIF,education,positive,70,,,,
3107,e4466189-0b96-4cc4-9d7d-d0f27b982548,want,4/8/2021 21:28,GIF,education,positive,70,,,,
3109,e4466189-0b96-4cc4-9d7d-d0f27b982548,want,6/22/2020 8:06,GIF,education,positive,70,,,,
3293,eb6fc324-f85b-4bfb-b712-0a3eceb0b9d7,want,1/21/2021 8:39,GIF,soccer,positive,70,,,,
3383,61e6650c-5068-4575-9aee-4217ef3dbdb1,want,8/20/2020 12:02,GIF,tennis,positive,70,,,,
3400,61e6650c-5068-4575-9aee-4217ef3dbdb1,want,8/25/2020 12:14,GIF,tennis,positive,70,,,,
3405,61e6650c-5068-4575-9aee-4217ef3dbdb1,want,12/7/2020 9:50,GIF,tennis,positive,70,,,,
3574,2c511a63-5eb5-422f-8483-c9fcf9a29b55,want,12/5/2020 3:55,GIF,technology,positive,70,,,,
3590,2c511a63-5eb5-422f-8483-c9fcf9a29b55,want,4/10/2021 19:39,GIF,technology,positive,70,,,,
3738,f1038e6c-5292-4e20-a866-675e1637d6b5,want,10/18/2020 20:23,GIF,soccer,positive,70,,,,
3740,f1038e6c-5292-4e20-a866-675e1637d6b5,want,2/11/2021 3:24,GIF,soccer,positive,70,,,,
3753,f1038e6c-5292-4e20-a866-675e1637d6b5,want,3/18/2021 17:45,GIF,soccer,positive,70,,,,
3754,f1038e6c-5292-4e20-a866-675e1637d6b5,want,3/3/2021 18:12,GIF,soccer,positive,70,,,,
3757,f1038e6c-5292-4e20-a866-675e1637d6b5,want,7/29/2020 12:13,GIF,soccer,positive,70,,,,
3915,dd2f8912-9b97-40cb-ac5f-215f98d4d733,want,1/20/2021 7:14,GIF,fitness,positive,70,,,,
4013,8490c29c-177f-4c21-9d37-d509f9287f30,want,4/29/2021 9:57,GIF,tennis,positive,70,,,,
4131,0d3d0a35-f806-4536-8733-abf1f92763e2,want,4/6/2021 11:07,GIF,Studying,positive,70,,,,
4132,0d3d0a35-f806-4536-8733-abf1f92763e2,want,6/8/2021 16:49,GIF,Studying,positive,70,,,,
4152,f783f128-6f66-4ef3-a190-5afc29d17012,want,6/5/2021 5:30,GIF,tennis,positive,70,,,,
4173,f783f128-6f66-4ef3-a190-5afc29d17012,want,8/10/2020 14:04,GIF,tennis,positive,70,,,,
4649,43da458b-66fe-4723-996c-57dcfad67edf,want,4/8/2021 17:16,GIF,food,positive,70,,,,
4651,43da458b-66fe-4723-996c-57dcfad67edf,want,4/22/2021 0:35,GIF,food,positive,70,,,,
4654,43da458b-66fe-4723-996c-57dcfad67edf,want,9/15/2020 19:11,GIF,food,positive,70,,,,
4656,43da458b-66fe-4723-996c-57dcfad67edf,want,2/5/2021 13:27,GIF,food,positive,70,,,,
4664,43da458b-66fe-4723-996c-57dcfad67edf,want,9/28/2020 9:42,GIF,food,positive,70,,,,
4723,d0e55134-c60e-4a05-999c-d7697b4901f0,want,12/18/2020 5:22,GIF,cooking,positive,70,,,,
